id,region,sexo,tramo_etario,informalidad,ganancia_final,tramos_ganancias,nivel_educativo,lugar_trabajo,financiamiento_inicial,motivacion
24128631,Metropolitana,Mujer,45 a 54 años,Formal,100000.0,$0 a $300.000,Media completa,Local/Oficina/Taller establecido,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades)
53404681,Ñuble,Hombre,55 a 64 años,Formal,1600000.0,$1.000.001 a $1.500.000,Superior completa (IP/CFT),Local/Oficina/Taller establecido,Préstamos de familiares/amigos,Complementar ingresos
87451489,Metropolitana,Mujer,35 a 44 años,Informal,200000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Préstamos de familiares/amigos,Oportunidad (Aumentar ingresos/Independencia)
28588160,Metropolitana,Hombre,25 a 34 años,Formal,1000000.0,$300.001 a $600.000,Media completa,No tiene un lugar fijo,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades)
23841248,Metropolitana,Hombre,65 años o más,Informal,50000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia)
43670938,Coquimbo,Hombre,65 años o más,Informal,100000.0,$0 a $300.000,Superior incompleta (IP/CFT/Univ),En el hogar del cliente,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
34457949,Metropolitana,Hombre,45 a 54 años,Informal,450000.0,$0 a $300.000,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
45834266,Metropolitana,Hombre,45 a 54 años,Informal,500000.0,$0 a $300.000,Media completa,En el hogar del cliente,Subsidios públicos / Fondos del Estado,Tradición familiar
17645063,La Araucanía,Mujer,55 a 64 años,Informal,50000.0,$0 a $300.000,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
53406304,La Araucanía,Hombre,35 a 44 años,Informal,530000.0,$300.001 a $600.000,Media completa,En el hogar del cliente,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
16855338,Biobío,Hombre,45 a 54 años,Formal,2500000.0,$1.500.001 a $2.500.000,Superior completa (Universitaria o más),En su propio hogar,Financiamiento formal (Bancos/Instituciones),Complementar ingresos
24158307,Atacama,Mujer,55 a 64 años,Informal,300000.0,$0 a $300.000,Básica completa / Media incompleta,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
57680279,Atacama,Mujer,65 años o más,Formal,350000.0,$0 a $300.000,Básica completa / Media incompleta,En el hogar del cliente,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia)
41233478,Biobío,Hombre,35 a 44 años,Informal,80000.0,$0 a $300.000,Básica completa / Media incompleta,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Necesidad (Desempleo/Falta de oportunidades)
44678325,Metropolitana,Hombre,55 a 64 años,Formal,1650000.0,$1.000.001 a $1.500.000,Superior completa (Universitaria o más),Vehículo,Financiamiento formal (Bancos/Instituciones),Necesidad (Desempleo/Falta de oportunidades)
82597129,Coquimbo,Hombre,35 a 44 años,Formal,1400000.0,$600.001 a $1.000.000,Superior completa (IP/CFT),Vehículo,Solo ahorros/recursos propios,Complementar ingresos
57212770,Los Ríos,Hombre,45 a 54 años,Formal,300000.0,$0 a $300.000,Básica completa / Media incompleta,No tiene un lugar fijo,Préstamos de familiares/amigos,Necesidad (Desempleo/Falta de oportunidades)
58286212,Los Ríos,Hombre,25 a 34 años,Informal,520000.0,$0 a $300.000,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
34155956,Metropolitana,Mujer,55 a 64 años,Formal,1400000.0,$600.001 a $1.000.000,Media completa,En la vía pública / Kiosco,Préstamos de familiares/amigos,Oportunidad (Aumentar ingresos/Independencia)
54374102,Biobío,Hombre,45 a 54 años,Informal,300000.0,$0 a $300.000,Básica completa / Media incompleta,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Otra razón
13689866,Biobío,Hombre,65 años o más,Informal,300000.0,$0 a $300.000,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
59039102,Maule,Mujer,35 a 44 años,Informal,150000.0,$0 a $300.000,Básica completa / Media incompleta,Vehículo,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia)
12354548,Valparaíso,Mujer,65 años o más,Formal,100000.0,$0 a $300.000,Básica completa / Media incompleta,En la vía pública / Kiosco,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
74933160,Atacama,Hombre,55 a 64 años,Informal,600000.0,$300.001 a $600.000,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
80600752,Antofagasta,Mujer,25 a 34 años,Informal,400000.0,$0 a $300.000,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
42743886,O'Higgins,Hombre,55 a 64 años,Formal,634333.0,$300.001 a $600.000,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
51397349,Ñuble,Hombre,65 años o más,Informal,100000.0,$0 a $300.000,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Préstamos de familiares/amigos,Oportunidad (Aumentar ingresos/Independencia)
43480231,Ñuble,Hombre,45 a 54 años,Informal,500000.0,$0 a $300.000,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
57822782,Ñuble,Hombre,35 a 44 años,Informal,150000.0,$0 a $300.000,Media completa,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Necesidad (Desempleo/Falta de oportunidades)
74150505,Metropolitana,Mujer,55 a 64 años,Formal,40000.0,$0 a $300.000,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Complementar ingresos
53757780,Tarapacá,Hombre,55 a 64 años,Informal,589000.0,$300.001 a $600.000,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
37269385,Tarapacá,Mujer,45 a 54 años,Informal,100000.0,$0 a $300.000,Básica completa / Media incompleta,En la vía pública / Kiosco,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
75832307,Tarapacá,Mujer,15 a 24 años,Informal,19834.0,$0 a $300.000,Superior incompleta (IP/CFT/Univ),En la vía pública / Kiosco,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
65151754,Magallanes,Mujer,55 a 64 años,Formal,15000000.0,Más de $2.500.000,Superior incompleta (IP/CFT/Univ),En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
84076784,Metropolitana,Hombre,35 a 44 años,Formal,300000.0,$0 a $300.000,Media completa,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
51214314,Biobío,Hombre,55 a 64 años,Informal,50000.0,$0 a $300.000,Básica completa / Media incompleta,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
39196514,Biobío,Mujer,15 a 24 años,Informal,70000.0,$0 a $300.000,Media completa,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
59772946,Los Lagos,Hombre,35 a 44 años,Formal,800000.0,$300.001 a $600.000,Media completa,En su propio hogar,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
82043635,Metropolitana,Mujer,45 a 54 años,Formal,2000000.0,$1.000.001 a $1.500.000,Básica completa / Media incompleta,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
15529549,Metropolitana,Hombre,65 años o más,Formal,900000.0,$300.001 a $600.000,Superior completa (IP/CFT),Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
60791813,Coquimbo,Hombre,55 a 64 años,Informal,550000.0,$300.001 a $600.000,Básica completa / Media incompleta,En su propio hogar,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
77866690,Metropolitana,Mujer,25 a 34 años,Formal,400000.0,$0 a $300.000,Superior completa (IP/CFT),No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
16082212,Metropolitana,Hombre,35 a 44 años,Formal,1500000.0,$600.001 a $1.000.000,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
69894757,Metropolitana,Mujer,55 a 64 años,Informal,20000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia)
55998859,Metropolitana,Hombre,65 años o más,Informal,200000.0,$0 a $300.000,Básica completa / Media incompleta,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Tradición familiar
31194866,Metropolitana,Hombre,35 a 44 años,Formal,80000.0,$0 a $300.000,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
82797786,Metropolitana,Hombre,45 a 54 años,Informal,800000.0,$300.001 a $600.000,Media completa,En el hogar del cliente,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades)
34255934,Biobío,Mujer,45 a 54 años,Formal,400000.0,$0 a $300.000,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Préstamos de familiares/amigos,Oportunidad (Aumentar ingresos/Independencia)
21775362,Valparaíso,Hombre,65 años o más,Informal,600000.0,$300.001 a $600.000,Básica completa / Media incompleta,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
49941037,Valparaíso,Mujer,65 años o más,Formal,450000.0,$0 a $300.000,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
35400965,Valparaíso,Hombre,25 a 34 años,Informal,100000.0,$0 a $300.000,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
52041019,Antofagasta,Mujer,35 a 44 años,Informal,300000.0,$0 a $300.000,Superior incompleta (IP/CFT/Univ),En su propio hogar,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia)
39583421,Antofagasta,Hombre,65 años o más,Formal,500000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
49284281,O'Higgins,Mujer,55 a 64 años,Formal,1400000.0,$600.001 a $1.000.000,Media completa,En la vía pública / Kiosco,Préstamos de familiares/amigos,Necesidad (Desempleo/Falta de oportunidades)
35999416,La Araucanía,Hombre,55 a 64 años,Informal,350000.0,$0 a $300.000,Básica completa / Media incompleta,No tiene un lugar fijo,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia)
52110841,La Araucanía,Mujer,55 a 64 años,Informal,50000.0,$0 a $300.000,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
30476272,La Araucanía,Mujer,25 a 34 años,Informal,360000.0,$0 a $300.000,Media completa,Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
18483847,La Araucanía,Mujer,55 a 64 años,Informal,450000.0,$0 a $300.000,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
29988964,Valparaíso,Hombre,45 a 54 años,Informal,800000.0,$300.001 a $600.000,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
86863141,Aysén,Hombre,25 a 34 años,Informal,480000.0,$0 a $300.000,Media completa,En el hogar del cliente,Financiamiento formal (Bancos/Instituciones),Tradición familiar
18703141,Metropolitana,Mujer,55 a 64 años,Informal,35000.0,$0 a $300.000,Media completa,Vehículo,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia)
36660370,Aysén,Hombre,25 a 34 años,Informal,250000.0,$0 a $300.000,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
87315386,Atacama,Mujer,65 años o más,Informal,150000.0,$0 a $300.000,Básica completa / Media incompleta,Vehículo,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades)
55506460,Atacama,Hombre,55 a 64 años,Informal,496917.0,$0 a $300.000,Básica completa / Media incompleta,En la vía pública / Kiosco,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
30303525,Atacama,Mujer,45 a 54 años,Formal,4900000.0,Más de $2.500.000,Media completa,En la vía pública / Kiosco,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades)
80782728,Atacama,Hombre,45 a 54 años,Informal,500000.0,$0 a $300.000,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
80096141,Metropolitana,Mujer,35 a 44 años,Formal,10000000.0,Más de $2.500.000,Superior completa (IP/CFT),En su propio hogar,Préstamos de familiares/amigos,Necesidad (Desempleo/Falta de oportunidades)
50382866,Los Ríos,Mujer,65 años o más,Informal,4000.0,$0 a $300.000,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
34599203,Tarapacá,Hombre,35 a 44 años,Informal,1000000.0,$300.001 a $600.000,Superior completa (IP/CFT),No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
24642214,Biobío,Mujer,25 a 34 años,Informal,50000.0,$0 a $300.000,Superior incompleta (IP/CFT/Univ),Vehículo,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
83679268,La Araucanía,Mujer,45 a 54 años,Formal,1000000.0,$300.001 a $600.000,Superior completa (IP/CFT),En su propio hogar,Solo ahorros/recursos propios,Otra razón
23997329,La Araucanía,Mujer,35 a 44 años,Informal,170000.0,$0 a $300.000,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
72653359,Arica y Parinacota,Mujer,45 a 54 años,Informal,50000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
45519405,Arica y Parinacota,Hombre,55 a 64 años,Informal,100000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
54482562,Los Lagos,Hombre,45 a 54 años,Informal,500000.0,$0 a $300.000,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
59390192,Atacama,Hombre,45 a 54 años,Informal,500000.0,$0 a $300.000,Media completa,Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
71644803,Tarapacá,Mujer,45 a 54 años,Informal,808000.0,$300.001 a $600.000,Superior incompleta (IP/CFT/Univ),Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
63207962,Tarapacá,Mujer,25 a 34 años,Informal,68000.0,$0 a $300.000,Media completa,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
69307358,Tarapacá,Hombre,55 a 64 años,Formal,3545000.0,Más de $2.500.000,Superior incompleta (IP/CFT/Univ),En la vía pública / Kiosco,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
25439612,Tarapacá,Hombre,55 a 64 años,Informal,380000.0,$0 a $300.000,Básica completa / Media incompleta,En el hogar del cliente,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
87102916,Los Ríos,Hombre,55 a 64 años,Formal,350000.0,$0 a $300.000,Básica completa / Media incompleta,En la vía pública / Kiosco,Subsidios públicos / Fondos del Estado,Tradición familiar
54875812,Los Ríos,Mujer,45 a 54 años,Formal,5000000.0,Más de $2.500.000,Media completa,En su propio hogar,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
21301617,Los Ríos,Hombre,45 a 54 años,Informal,1300000.0,$600.001 a $1.000.000,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
64964585,Metropolitana,Hombre,45 a 54 años,Informal,300000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
70536158,Metropolitana,Mujer,55 a 64 años,Informal,400000.0,$0 a $300.000,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
75163923,Metropolitana,Hombre,35 a 44 años,Formal,1000000.0,$300.001 a $600.000,Media completa,En su propio hogar,Solo ahorros/recursos propios,Tradición familiar
41150762,Los Lagos,Hombre,65 años o más,Formal,500000.0,$0 a $300.000,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Tradición familiar
70362072,Antofagasta,Hombre,25 a 34 años,Informal,600000.0,$300.001 a $600.000,Media completa,En el hogar del cliente,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
37511549,Antofagasta,Mujer,55 a 64 años,Formal,300000.0,$0 a $300.000,Media completa,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
71979437,Biobío,Hombre,35 a 44 años,Informal,80000.0,$0 a $300.000,Superior completa (IP/CFT),No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
42610188,Magallanes,Hombre,55 a 64 años,Formal,3000000.0,Más de $2.500.000,Media completa,En el hogar del cliente,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
25960314,Magallanes,Hombre,45 a 54 años,Formal,1200000.0,$600.001 a $1.000.000,Básica completa / Media incompleta,En el hogar del cliente,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
28656662,La Araucanía,Hombre,55 a 64 años,Informal,250000.0,$0 a $300.000,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
25728009,O'Higgins,Mujer,25 a 34 años,Informal,120000.0,$0 a $300.000,Media completa,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
83261246,La Araucanía,Mujer,35 a 44 años,Informal,-8000.0,$0 a $300.000,Media completa,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
75055546,Tarapacá,Mujer,55 a 64 años,Formal,600000.0,$300.001 a $600.000,Media completa,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
66399726,Biobío,Mujer,55 a 64 años,Formal,650000.0,$300.001 a $600.000,Básica completa / Media incompleta,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
69995617,Ñuble,Mujer,35 a 44 años,Formal,1400000.0,$600.001 a $1.000.000,Superior completa (IP/CFT),En la vía pública / Kiosco,Préstamos de familiares/amigos,Oportunidad (Aumentar ingresos/Independencia)
79153607,O'Higgins,Mujer,45 a 54 años,Formal,20000.0,$0 a $300.000,Superior completa (IP/CFT),En la vía pública / Kiosco,Préstamos de familiares/amigos,Oportunidad (Aumentar ingresos/Independencia)
20625915,Metropolitana,Hombre,25 a 34 años,Formal,900000.0,$300.001 a $600.000,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
24788301,Atacama,Mujer,25 a 34 años,Informal,80000.0,$0 a $300.000,Básica completa / Media incompleta,En su propio hogar,Solo ahorros/recursos propios,Tradición familiar
35995314,Aysén,Mujer,45 a 54 años,Informal,200000.0,$0 a $300.000,Superior completa (IP/CFT),Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
80677228,Los Lagos,Hombre,55 a 64 años,Formal,600000.0,$300.001 a $600.000,Sin instrucción / Básica incompleta,Obra en construcción,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
21437944,Los Lagos,Hombre,35 a 44 años,Informal,450000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
35473722,Antofagasta,Hombre,65 años o más,Informal,350000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
75758919,Biobío,Mujer,55 a 64 años,Informal,240000.0,$0 a $300.000,Superior completa (IP/CFT),Vehículo,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
65106999,Los Lagos,Hombre,55 a 64 años,Formal,800000.0,$300.001 a $600.000,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Tradición familiar
61804400,Los Lagos,Hombre,65 años o más,Formal,1700000.0,$1.000.001 a $1.500.000,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
12413933,Coquimbo,Hombre,55 a 64 años,Informal,450000.0,$0 a $300.000,Básica completa / Media incompleta,Obra en construcción,Financiamiento formal (Bancos/Instituciones),Necesidad (Desempleo/Falta de oportunidades)
23387143,Antofagasta,Hombre,55 a 64 años,Informal,400000.0,$0 a $300.000,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
58646505,Metropolitana,Mujer,65 años o más,Informal,40000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
76166739,La Araucanía,Mujer,55 a 64 años,Informal,400000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
75385587,Metropolitana,Mujer,35 a 44 años,Informal,100000.0,$0 a $300.000,Media completa,Predio agrícola,Préstamos de familiares/amigos,Oportunidad (Aumentar ingresos/Independencia)
69573092,Magallanes,Mujer,55 a 64 años,Informal,90000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
44214643,Magallanes,Hombre,35 a 44 años,Formal,3000000.0,Más de $2.500.000,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
86982716,Biobío,Hombre,45 a 54 años,Formal,3700000.0,Más de $2.500.000,Superior completa (IP/CFT),En su propio hogar,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
36444401,La Araucanía,Mujer,25 a 34 años,Informal,120000.0,$0 a $300.000,Superior incompleta (IP/CFT/Univ),Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
15796746,Valparaíso,Mujer,45 a 54 años,Informal,600000.0,$300.001 a $600.000,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
80750257,Valparaíso,Mujer,25 a 34 años,Informal,600000.0,$300.001 a $600.000,Superior incompleta (IP/CFT/Univ),Vehículo,Préstamos de familiares/amigos,Necesidad (Desempleo/Falta de oportunidades)
52653167,Los Ríos,Mujer,15 a 24 años,Informal,26500.0,$0 a $300.000,Básica completa / Media incompleta,Vehículo,Préstamos de familiares/amigos,Oportunidad (Aumentar ingresos/Independencia)
83614058,Biobío,Hombre,55 a 64 años,Formal,1300000.0,$600.001 a $1.000.000,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
45075007,Biobío,Hombre,25 a 34 años,Informal,120000.0,$0 a $300.000,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
59335760,Atacama,Hombre,25 a 34 años,Informal,800000.0,$300.001 a $600.000,Superior incompleta (IP/CFT/Univ),En el hogar del cliente,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
59886329,Ñuble,Mujer,35 a 44 años,Formal,450000.0,$0 a $300.000,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
14268577,Ñuble,Mujer,15 a 24 años,Informal,40000.0,$0 a $300.000,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
66386102,Metropolitana,Mujer,25 a 34 años,Informal,200000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
62820106,Metropolitana,Hombre,35 a 44 años,Formal,40000000.0,Más de $2.500.000,Superior completa (IP/CFT),En su propio hogar,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades)
38986746,Metropolitana,Mujer,25 a 34 años,Formal,150000.0,$0 a $300.000,Superior completa (IP/CFT),Vehículo,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades)
63618317,Valparaíso,Hombre,45 a 54 años,Formal,1000000.0,$300.001 a $600.000,Media completa,En su propio hogar,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades)
63806126,Tarapacá,Mujer,55 a 64 años,Formal,403474.0,$0 a $300.000,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
66639377,Metropolitana,Hombre,55 a 64 años,Informal,500000.0,$0 a $300.000,Media completa,En el hogar del cliente,Préstamos de familiares/amigos,Otra razón
66431707,Valparaíso,Mujer,55 a 64 años,Informal,30000.0,$0 a $300.000,Media completa,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia)
26885727,Biobío,Hombre,25 a 34 años,Formal,600000.0,$300.001 a $600.000,Superior completa (IP/CFT),No tiene un lugar fijo,Préstamos de familiares/amigos,Oportunidad (Aumentar ingresos/Independencia)
27414160,Metropolitana,Mujer,35 a 44 años,Informal,150000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
66843767,Valparaíso,Hombre,65 años o más,Informal,60000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
83877248,Atacama,Hombre,55 a 64 años,Formal,300000.0,$0 a $300.000,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Tradición familiar
42836888,Ñuble,Hombre,55 a 64 años,Informal,180000.0,$0 a $300.000,Básica completa / Media incompleta,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia)
35024957,Ñuble,Mujer,35 a 44 años,Informal,20000.0,$0 a $300.000,Media completa,Vehículo,Solo ahorros/recursos propios,Otra razón
